Rank,Reg.No,GPA,Prov Field,Pref
198,E/20/281,3.4,Elect,1
199,E/20/400,3.4,Elect,2
200,E/20/424,3.4,Elect,1
201,E/20/153,3.4,Elect,1
202,E/20/086,3.4,Elect,1
203,E/20/007,3.4,Elect,1
204,E/20/044,3.4,Elect,2
205,E/20/324,3.4,Elect,2
206,E/20/356,3.4,Elect,2
207,E/20/283,3.4,Elect,1
208,E/20/038,3.4,Elect,1
209,E/20/065,3.4,Elect,1
209,E/20/264,3.4,Elect,2
211,E/20/445,3.4,Elect,1
212,E/20/240,3.4,Elect,1
213,E/20/180,3.4,Elect,1
214,E/20/307,3.4,Elect,1
215,E/20/411,3.39,Mech,2
216,E/20/192,3.39,Elect,1
217,E/20/256,3.38,Mech,1
218,E/20/429,3.38,Elect,1
219,E/20/322,3.38,Elect,2
220,E/20/083,3.38,Elect,2
221,E/20/433,3.38,Elect,1
222,E/20/128,3.37,Mech,3
223,E/20/190,3.37,Mech,3
224,E/20/056,3.37,Mech,3
225,E/20/135,3.37,Mech,3
226,E/20/075,3.37,Civil,3
227,E/20/071,3.37,Mech,2
228,E/20/238,3.37,Mech,3
229,E/20/229,3.37,Mech,2
230,E/20/028,3.36,Mech,3
231,E/20/021,3.36,Mech,3
232,E/20/368,3.36,Chem,2
233,E/20/289,3.36,Mech,2
234,E/20/399,3.36,Mech,3
235,E/20/386,3.35,Civil,3
236,E/20/407,3.35,Mech,3
237,E/20/070,3.35,Mech,3
238,E/20/113,3.35,Chem,1
239,E/20/443,3.35,Mech,2
240,E/20/458,3.34,Chem,3
241,E/20/217,3.34,Chem,3
242,E/20/391,3.34,Mech,2
243,E/20/438,3.34,Mech,1
244,E/20/442,3.34,Mech,3
245,E/20/051,3.33,Mech,2
246,E/20/045,3.33,Mech,2
247,E/20/218,3.33,Mech,2
248,E/20/430,3.32,Chem,2
249,E/20/145,3.31,Chem,3
250,E/20/389,3.31,Mech,1
251,E/20/395,3.31,Mech,3
252,E/20/181,3.31,Mech,3
253,E/20/380,3.31,Manufac,3
254,E/20/194,3.31,Mech,3
255,E/20/175,3.31,Mech,3
256,E/20/154,3.3,Mech,3
257,E/20/417,3.3,Chem,3
258,E/20/321,3.3,Mech,2
259,E/20/030,3.3,Mech,3
260,E/20/103,3.3,Mech,2
261,E/20/053,3.3,Chem,1
262,E/20/301,3.3,Mech,1
263,E/20/102,3.3,Chem,3
264,E/20/222,3.3,Mech,3
265,E/20/176,3.29,Mech,3
266,E/20/345,3.29,Chem,2
267,E/20/352,3.29,Mech,3
268,E/20/249,3.28,Mech,3
269,E/20/302,3.26,Mech,2
270,E/20/105,3.26,Chem,1
271,E/20/448,3.26,Mech,1
272,E/20/039,3.26,Civil,3
273,E/20/106,3.26,Mech,2
274,E/20/080,3.25,Civil,2
275,E/20/388,3.25,Mech,1
276,E/20/290,3.25,Chem,3
277,E/20/268,3.25,Mech,3
278,E/20/205,3.25,Chem,3
279,E/20/275,3.24,Manufac,1
280,E/20/167,3.24,Mech,3
281,E/20/278,3.22,Manufac,3
282,E/20/129,3.22,Chem,4
282,E/20/355,3.22,Chem,3
284,E/20/265,3.22,Civil,1
285,E/20/360,3.21,Chem,3
286,E/20/246,3.21,Chem,4
287,E/20/159,3.21,Chem,3
288,E/20/299,3.21,Chem,4
289,E/20/311,3.21,Chem,3
290,E/20/252,3.21,Chem,1
291,E/20/347,3.2,Manufac,5
292,E/20/313,3.19,Civil,4
293,E/20/375,3.19,Manufac,4
294,E/20/357,3.18,Manufac,4
295,E/20/142,3.18,Manufac,3
295,E/20/204,3.18,Civil,4
297,E/20/306,3.18,Manufac,1
298,E/20/081,3.17,Manufac,5
299,E/20/191,3.17,Manufac,1
300,E/20/353,3.17,Manufac,4
301,E/20/221,3.17,Manufac,4
302,E/20/022,3.16,Manufac,2
303,E/20/263,3.16,Civil,1
304,E/20/067,3.16,Manufac,2
305,E/20/426,3.16,Manufac,5
306,E/20/308,3.15,Manufac,1
307,E/20/060,3.15,Manufac,4
308,E/20/235,3.15,Manufac,2
309,E/20/296,3.13,Manufac,5
310,E/20/382,3.13,Manufac,4
311,E/20/383,3.13,Civil,4
311,E/20/437,3.13,Civil,3
313,E/20/185,3.13,Civil,3
314,E/20/341,3.13,Manufac,5
315,E/20/379,3.13,Manufac,4
316,E/20/095,3.12,Manufac,4
317,E/20/137,3.11,Manufac,3
318,E/20/027,3.1,Manufac,3
319,E/20/050,3.1,Manufac,3
320,E/20/068,3.1,Manufac,5
321,E/20/421,3.1,Manufac,2
322,E/20/119,3.1,Manufac,3
323,E/20/156,3.1,Manufac,3
324,E/20/410,3.1,Manufac,5
325,E/20/166,3.1,Manufac,1
326,E/20/164,3.09,Manufac,3
327,E/20/150,3.09,Manufac,2
328,E/20/126,3.08,Manufac,4
329,E/20/431,3.08,Manufac,3
330,E/20/295,3.07,Manufac,2
331,E/20/108,3.07,Manufac,3
332,E/20/432,3.06,Manufac,3
333,E/20/292,3.06,Manufac,5
334,E/20/195,3.06,Civil,1
335,E/20/450,3.06,Civil,3
336,E/20/216,3.05,Manufac,5
337,E/20/014,3.05,Manufac,5
338,E/20/031,3.04,Manufac,5
339,E/20/261,3.04,Manufac,2
340,E/20/184,3.04,Manufac,1
341,E/20/144,3.03,Manufac,4
342,E/20/223,3.03,Manufac,5
343,E/20/162,3.03,Manufac,1
344,E/20/134,3.01,Civil,5
345,E/20/251,3.01,Manufac,3
346,E/20/161,3.01,Civil,3
347,E/20/258,3,Civil,6
348,E/20/127 ,3,Civil,6
349,E/20/165,3,Civil,6
350,E/20/225,3,Civil,6
351,E/20/232,3,Civil,4
352,E/20/110,3,Civil,6
353,E/20/170,2.99,Civil,5
354,E/19/040,2.99,Civil,5
355,E/20/287,2.98,Civil,5
356,E/20/188,2.98,Civil,3
357,E/20/330,2.97,Civil,5
358,E/20/046,2.97,Civil,6
359,E/20/314,2.96,Civil,5
360,E/20/277,2.95,Civil,6
361,E/20/088,2.95,Civil,1
362,E/20/169,2.95,Civil,6
363,E/20/335,2.94,Civil,6
364,E/20/002,2.93,Civil,6
365,E/20/405,2.93,Civil,4
366,E/20/348,2.9,Civil,5
367,E/20/109,2.89,Civil,1
368,E/20/118,2.88,Civil,4
369,E/20/079,2.88,Civil,1
370,E/20/172,2.88,Civil,4
371,E/20/005,2.87,Civil,3
372,E/20/298,2.86,Civil,4
373,E/20/402,2.86,Civil,6
374,E/20/303,2.86,Civil,4
375,E/20/358,2.85,Civil,2
376,E/20/203,2.85,Civil,4
377,E/20/320,2.85,Civil,6
378,E/20/297,2.85,Civil,6
379,E/20/398,2.84,Civil,5
380,E/20/066,2.82,Civil,3
381,E/20/001,2.82,Civil,5
382,E/20/257,2.82,Civil,4
383,E/20/124,2.81,Civil,4
384,E/20/354,2.81,Civil,5
385,E/20/215,2.81,Civil,5
386,E/20/092,2.81,Civil,4
387,E/20/147,2.8,Civil,6
388,E/20/454,2.79,Civil,6
389,E/20/337,2.78,Civil,6
390,E/20/413,2.78,Civil,1
391,E/20/315,2.77,Civil,5
392,E/20/255,2.76,Civil,6
393,E/20/041,2.76,Civil,6
394,E/20/125,2.76,Civil,2
395,E/20/015,2.75,Civil,6
396,E/20/213,2.75,Civil,5
397,E/20/446,2.75,Civil,4
398,E/20/250,2.74,Civil,6
399,E/20/077,2.72,Civil,6
400,E/20/123,2.71,Civil,3
401,E/20/393,2.71,Civil,2
402,E/20/052,2.70,Civil,2
403,E/20/444,2.70,Civil,3
404,E/20/206,2.70,Civil,1
405,E/20/233,2.70,Civil,6
406,E/20/012,2.68,Civil,1
407,E/20/146,2.68,Civil,1
408,E/20/160,2.67,Civil,3
409,E/20/059,2.67,Civil,5
410,E/20/003,2.67,Civil,6
411,E/20/104,2.66,Civil,2
412,E/20/112,2.66,Civil,2
413,E/20/359,2.64,Civil,1
414,E/20/115,2.63,Civil,6
415,E/20/304,2.63,Civil,3
416,E/20/237,2.61,Civil,6
417,E/20/331,2.60,Civil,5
418,E/20/076,2.59,Civil,3
419,E/20/422,2.59,Civil,1
420,E/20/017,2.58,Civil,3
421,E/20/310,2.58,Civil,4
422,E/20/029,2.57,Civil,3
423,E/20/058,2.56,Civil,6
424,E/20/013,2.55,Civil,3
425,E/20/101,2.54,Civil,6
426,E/20/415,2.53,Civil,4
427,E/19/207,2.52,Civil,6
428,E/20/208,2.51,Civil,1
429,E/20/201,2.50,Civil,4
430,E/20/394,2.50,Civil,6
431,E/20/435,2.49,Civil,6
432,E/20/245,2.49,Civil,3
433,E/20/149,2.46,Civil,6
434,E/20/403,2.4,Civil,3
435,E/20/073,2.38,Civil,3
436,E/20/120,2.37,Civil,4
437,E/20/364,2.29,Civil,6
438,E/20/227,2.28,Civil,3
439,E/20/047,2.28,Civil,6
440,E/20/200,2.25,Civil,1
441,E/19/054,2.24,Civil,5
442,E/20/408,2.24,Civil,5
443,E/19/072,2.24,Civil,5
444,E/20/220,2.21,Civil,6
445,E/20/042,2.16,Civil,2
446,E/20/323,2.11,Civil,3
447,E/20/114,2.06,Civil,3
448,E/19/359,2.02,Civil,4
449,E/19/119,2.01,Civil,3
450,E/20/139,2.00,Civil,2
451,E/20/226,1.98,Civil,1
452,E/20/193,1.91,Civil,6
453,E/20/023,1.70,Civil,6
